image_path,prob_malignant,entropy,descriptors,magnification
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\benign\SOB_B_A-14-22549AB-100-001.png,0.29976395,0.6106641,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-007.png,0.61741894,0.66531354,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-008.png,0.6409186,0.6528878,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-009.png,0.6928199,0.61682576,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-010.png,0.53080106,0.69124854,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-011.png,0.70461017,0.60690737,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-012.png,0.6772456,0.62892824,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-013.png,0.44297907,0.68663025,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-014.png,0.63196075,0.6579039,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-015.png,0.5998087,0.67308915,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-016.png,0.6109524,0.6683202,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-017.png,0.5839864,0.6789726,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-018.png,0.66475075,0.6378339,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-020.png,0.5892168,0.6771424,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-022.png,0.60245246,0.67200476,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-024.png,0.6478247,0.64878285,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-025.png,0.6680221,0.6355705,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-027.png,0.52748376,0.6916357,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-028.png,0.6907343,0.6185119,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-030.png,0.7032859,0.6080544,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-031.png,0.53810376,0.69024056,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-001.png,0.6582244,0.64220625,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-002.png,0.47054547,0.691411,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-003.png,0.5608327,0.6857276,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-004.png,0.5061358,0.6930719,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-005.png,0.39418745,0.6705844,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-008.png,0.29300192,0.6048177,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-010.png,0.42299294,0.68123966,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-011.png,0.62619567,0.6609494,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-013.png,0.58988714,0.67689955,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-014.png,0.6710408,0.6334391,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-015.png,0.43130758,0.68367994,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-016.png,0.6169073,0.66555786,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-017.png,0.51120305,0.6928961,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-018.png,0.47313395,0.6917029,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-019.png,0.35773176,0.652102,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-021.png,0.6602735,0.6408539,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-022.png,0.69165814,0.6177676,Moderate activation intensity; Widespread activation regions; High structural heterogeneity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-023.png,0.61482424,0.6665412,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-024.png,0.55976665,0.685986,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_MC-14-12773-100-025.png,0.57050884,0.6831709,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
